irmode,phase,test,duration,was_cached
numba-cache,0,numba.tests.test_np_functions.TestNPFunctions.test_setdiff1d_3,0.09275643796118913,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_operators.TestMixedIntsOperatorModule.test_rshift,0.04056491681149049,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_operators.TestOperators.test_bitshift_ileft_ints,0.021086509124870614,"[0, 0, 0, 0, 1, 1, 1, 1]"
numba-cache,0,numba.tests.test_operators.TestOperators.test_itruediv_floats_npm,0.0745520525015308,"[0, 0]"
numba-cache,0,numba.tests.test_python_int.TestPythonInt.test_int_return_type,0.046380069499718894,"[0, 1]"
numba-cache,0,numba.tests.test_random.TestRandom.test_numpy_power,0.04698151599877746,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_record_dtype.TestNestedArrays.test_record_read_array,0.06240085366880516,"[0, 0, 0]"
numba-cache,0,numba.tests.test_serialize.TestDispatcherPickling.test_call_nopython,0.005419387768107743,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_sets.TestFloatSets.test_intersection,0.046654527825930645,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_stencils.TestManyStencils.test_basic73b,0.007481642854275229,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
numba-cache,0,numba.tests.test_try_except.TestTryExceptNested.test_try_except_else,0.2916827330045635,[0]
numba-cache,0,numba.tests.test_typedlist.TestListRefctTypes.test_equals_on_list_with_dict_for_unequal_dicts,0.05267514602374353,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesDatetime.test_comparisons,0.09403565003958643,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesDatetime.test_equal_MM_?,0.1579968620062573,[0]
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesFloat.test_subtract_dd_d,0.2426159140013624,[0]
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesInt.test_bitwise_and_ll_l,0.1428376539988676,[0]
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesInt.test_ceil_B_B,0.1194713360018795,[0]
numba-cache,0,numba.tests.test_ufuncs.TestLoopTypesInt.test_floor_B_B,0.1228062620066339,[0]
numba-cache,0,numba.tests.test_unicode.TestUnicode.test_index_rindex_exception_substring_not_found,0.03255283451861166,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_unicode.TestUnicode.test_not,0.026782876001172014,"[1, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_unicode.TestUnicode.test_repeat_exception_float,0.0677262149984017,[0]
numba-cache,0,numba.tests.test_unicode.TestUnicode.test_slice2_error,0.024081913000416167,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_unpack_sequence.TestUnpack.test_unpack_tuple_too_small,0.03641064425028158,"[0, 0, 0, 0]"
numba-cache,0,numba.tests.test_unsafe_intrinsics.TestZeroCounts.test_zero_count,0.036050749314199444,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,0,numba.tests.test_withlifting.TestLiftObj.test_objmode_jitclass,0.04443453972526183,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.doc_examples.test_parallel_chunksize.ChunksizeExamplesTest.test_chunksize_manual,0.025882133620425827,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.test_analysis.TestBranchPrune.test_single_if_const_val,0.040011837256315574,"[0, 0, 0, 0]"
numba-cache,1,numba.tests.test_analysis.TestBranchPrune.test_single_if_else,0.0352058270014822,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.test_analysis.TestBranchPrunePostSemanticConstRewrites.test_attr_not_len,0.0573955060099251,[0]
numba-cache,1,numba.tests.test_array_manipulation.TestArrayManipulation.test_broadcast_to_raises,0.008753291667138242,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
numba-cache,1,numba.tests.test_array_methods.TestArrayMethods.test_fill,0.010191406998533842,"[1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_array_reductions.TestArrayReductions.test_array_mean_int32_1d,0.0567155919998185,[1]
numba-cache,1,numba.tests.test_array_reductions.TestArrayReductions.test_array_nanmean_int32_1d,0.0598038570024073,[1]
numba-cache,1,numba.tests.test_array_reductions.TestArrayReductions.test_array_var_global_int32_3d,0.0560714379971614,[1]
numba-cache,1,numba.tests.test_array_return.TestArrayReturn.test_array_return,0.0313641899920185,"[1, 1]"
numba-cache,1,numba.tests.test_builtins.TestBuiltins.test_max_empty_tuple,0.0747834729991154,[0]
numba-cache,1,numba.tests.test_builtins.TestBuiltins.test_min_unary_non_iterable_npm,0.0645161580032436,[1]
numba-cache,1,numba.tests.test_dataflow.TestDataFlow.test_var_swapping,0.0336507199972402,"[1, 1]"
numba-cache,1,numba.tests.test_dictobject.TestDictIterableCtorJit.test_exception_setitem,0.0680963830091059,[0]
numba-cache,1,numba.tests.test_dyn_array.TestNdOnes.test_1d_dtype_str_alternative_spelling,0.0309630010015098,"[1, 1]"
numba-cache,1,numba.tests.test_flow_control.TestFlowControl.test_for_loop2,0.03334442649793345,"[1, 1]"
numba-cache,1,numba.tests.test_function_type.TestFunctionType.test_in_choose_out,0.013762770913565236,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_function_type.TestMiscIssues.test_function_with_none_argument,0.0027764940023189,[1]
numba-cache,1,numba.tests.test_indexing.TestGetItem.test_3d_slicing,0.0091669848770834,"[1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_interpreter.TestLargeConstDict.test_large_const_dict_inline_controlflow,0.0625159900082508,[0]
numba-cache,1,numba.tests.test_iteration.IterationTest.test_float_tuple_iter,0.0293828705034684,"[1, 1]"
numba-cache,1,numba.tests.test_listobject.TestImmutable.test_append_fails,0.0641841999895405,[1]
numba-cache,1,numba.tests.test_listobject.TestListObjectDelitem.test_list_multiple_delitem_slice,0.0565460119978524,[1]
numba-cache,1,numba.tests.test_mixed_tuple_unroller.TestConstListUnroll.test_14,0.009951099802856323,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.test_np_functions.TestNPFunctions.test_setdiff1d_3,0.014139920451932282,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_operators.TestMixedIntsOperatorModule.test_rshift,0.00572129843749275,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_operators.TestOperators.test_bitshift_ileft_ints,0.0097055596288555,"[1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_operators.TestOperators.test_itruediv_floats_npm,0.0340180900020641,"[1, 1]"
numba-cache,1,numba.tests.test_python_int.TestPythonInt.test_int_return_type,0.0321833835041616,"[1, 1]"
numba-cache,1,numba.tests.test_random.TestRandom.test_numpy_power,0.02991035400191319,"[1, 0, 0, 0]"
numba-cache,1,numba.tests.test_record_dtype.TestNestedArrays.test_record_read_array,0.023210575663445768,"[1, 1, 1]"
numba-cache,1,numba.tests.test_serialize.TestDispatcherPickling.test_call_nopython,0.003280468192735031,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.test_sets.TestFloatSets.test_intersection,0.02190839033573863,"[1, 1, 1]"
numba-cache,1,numba.tests.test_stencils.TestManyStencils.test_basic73b,0.0007532973002525827,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
numba-cache,1,numba.tests.test_try_except.TestTryExceptNested.test_try_except_else,0.0607940749905537,[1]
numba-cache,1,numba.tests.test_typedlist.TestListRefctTypes.test_equals_on_list_with_dict_for_unequal_dicts,0.014366350998170598,"[1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesDatetime.test_comparisons,0.09528720774687822,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesDatetime.test_equal_MM_?,0.1530371770058991,[0]
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesFloat.test_subtract_dd_d,0.1434634649922372,[0]
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesInt.test_bitwise_and_ll_l,0.1403629069973249,[0]
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesInt.test_ceil_B_B,0.1137290619954001,[0]
numba-cache,1,numba.tests.test_ufuncs.TestLoopTypesInt.test_floor_B_B,0.1127960390003863,[0]
numba-cache,1,numba.tests.test_unicode.TestUnicode.test_index_rindex_exception_substring_not_found,0.0171915442515455,"[1, 1, 1, 1]"
numba-cache,1,numba.tests.test_unicode.TestUnicode.test_not,0.0652561329916352,[1]
numba-cache,1,numba.tests.test_unicode.TestUnicode.test_repeat_exception_float,0.0589536170009523,[0]
numba-cache,1,numba.tests.test_unicode.TestUnicode.test_slice2_error,0.0590667619981104,[1]
numba-cache,1,numba.tests.test_unpack_sequence.TestUnpack.test_unpack_tuple_too_small,0.03764566024983645,"[0, 0, 0, 0]"
numba-cache,1,numba.tests.test_unsafe_intrinsics.TestZeroCounts.test_zero_count,0.005765412123764638,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
numba-cache,1,numba.tests.test_withlifting.TestLiftObj.test_objmode_jitclass,0.03800092627603463,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
numba-nocache,0,numba.tests.doc_examples.test_parallel_chunksize.ChunksizeExamplesTest.test_chunksize_manual,0.029228007090172124,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_analysis.TestBranchPrune.test_single_if_const_val,0.04278320774756137,"[0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_analysis.TestBranchPrune.test_single_if_else,0.03780634840077251,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_analysis.TestBranchPrunePostSemanticConstRewrites.test_attr_not_len,0.0579991830018116,[0]
numba-nocache,0,numba.tests.test_array_manipulation.TestArrayManipulation.test_broadcast_to_raises,0.0341629846670912,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_array_methods.TestArrayMethods.test_fill,0.040604921627839595,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_array_reductions.TestArrayReductions.test_array_mean_int32_1d,0.06769478640344458,"[0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_array_reductions.TestArrayReductions.test_array_nanmean_int32_1d,0.04635309512559613,"[0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_array_reductions.TestArrayReductions.test_array_var_global_int32_3d,0.05613773838782572,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_array_return.TestArrayReturn.test_array_return,0.09509519449784415,"[0, 0]"
numba-nocache,0,numba.tests.test_builtins.TestBuiltins.test_max_empty_tuple,0.0727643790014553,[0]
numba-nocache,0,numba.tests.test_builtins.TestBuiltins.test_min_unary_non_iterable_npm,0.099552487998153,[0]
numba-nocache,0,numba.tests.test_dataflow.TestDataFlow.test_var_swapping,0.0811444979990483,"[0, 0]"
numba-nocache,0,numba.tests.test_dictobject.TestDictIterableCtorJit.test_exception_setitem,0.0660198590048821,[0]
numba-nocache,0,numba.tests.test_dyn_array.TestNdOnes.test_1d_dtype_str_alternative_spelling,0.048845922664946126,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_flow_control.TestFlowControl.test_for_loop2,0.0934533094987273,"[0, 0]"
numba-nocache,0,numba.tests.test_function_type.TestFunctionType.test_in_choose_out,0.03200860438151075,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_function_type.TestMiscIssues.test_function_with_none_argument,0.0473840800113976,[0]
numba-nocache,0,numba.tests.test_indexing.TestGetItem.test_3d_slicing,0.10549197149884999,"[0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_interpreter.TestLargeConstDict.test_large_const_dict_inline_controlflow,0.0645224430045345,[0]
numba-nocache,0,numba.tests.test_iteration.IterationTest.test_float_tuple_iter,0.0931033305023447,"[0, 0]"
numba-nocache,0,numba.tests.test_listobject.TestImmutable.test_append_fails,0.029548212895047287,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_listobject.TestListObjectDelitem.test_list_multiple_delitem_slice,0.023882493267415032,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
numba-nocache,0,numba.tests.test_mixed_tuple_unroller.TestConstListUnroll.test_14,0.01905514749814755,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
